Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
26363-KER,Female,32,Yes,Kerala,3,34,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.450000762939453,159.1999969482422,0,0,15.600000381469727,174.8000030517578,Stayed,Others,Others
26376-KER,Female,31,Yes,Kerala,11,4,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.649999618530273,1388,0,0,79.19999694824219,1467.199951171875,Stayed,Others,Others
26377-ODI,Female,23,Yes,Odisha,2,4,None,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,54.650001525878906,2553.699951171875,0,0,2034.449951171875,4588.14990234375,Stayed,Others,Others
26383-TAM,Female,51,Yes,Tamil Nadu,3,12,None,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,61.400001525878906,4059.85009765625,0,0,2695.830078125,6755.68017578125,Stayed,Others,Others
26401-MAH,Female,63,Yes,Maharashtra,3,4,Deal 3,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,79.30000305175781,2427.10009765625,0,0,202.1999969482422,2629.300048828125,Stayed,Others,Others
26425-MAH,Male,45,No,Maharashtra,4,8,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.100000381469727,1734.6500244140625,0,0,1414.0799560546875,3148.72998046875,Stayed,Others,Others
26433-GUJ,Female,29,No,Gujarat,14,28,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.04999923706055,1815,0,0,710.280029296875,2525.280029296875,Stayed,Others,Others
26445-JAM,Female,49,No,Jammu & Kashmir,4,20,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0999984741211,521.2999877929688,0,0,6.900000095367432,528.2000122070312,Churned,Competitor,Competitor made better offer
26447-BIH,Female,39,Yes,Bihar,10,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.149999618530273,777.3499755859375,0,0,120.4000015258789,897.75,Stayed,Others,Others
26453-TAM,Male,30,Yes,Tamil Nadu,6,9,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,57.5,3265.949951171875,0,150,0,3415.949951171875,Stayed,Others,Others
26458-TEL,Female,49,Yes,Telangana,12,4,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,2341.550048828125,0,0,416.760009765625,2758.31005859375,Stayed,Others,Others
26473-BIH,Male,67,No,Bihar,7,7,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.44999694824219,2715.300048828125,0,0,64.4800033569336,2779.780029296875,Stayed,Others,Others
26478-KAR,Female,55,Yes,Karnataka,3,20,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.30000305175781,4759.75,0,0,2986.89990234375,7746.64990234375,Churned,Dissatisfaction,Product dissatisfaction
26490-RAJ,Male,31,Yes,Rajasthan,0,25,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.05000305175781,4692.9501953125,0,0,2286.719970703125,6979.669921875,Stayed,Others,Others
26506-UTT,Female,32,No,Uttar Pradesh,10,15,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.950000762939453,433.5,0,0,822.7999877929688,1256.300048828125,Stayed,Others,Others
26506-WES,Male,39,No,West Bengal,8,9,None,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,55.79999923706055,1941.5,0,70,1689.1199951171875,3700.6201171875,Stayed,Others,Others
26538-AND,Female,29,No,Andhra Pradesh,11,25,Deal 2,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.75,2893.39990234375,0,0,0,2893.39990234375,Stayed,Others,Others
26540-TEL,Male,76,No,Telangana,14,20,None,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,64.05000305175781,3902.60009765625,0,0,2088.639892578125,5991.240234375,Stayed,Others,Others
26576-MAD,Male,79,Yes,Madhya Pradesh,5,28,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.75,5688.4501953125,38.09000015258789,0,629.2000122070312,6279.56005859375,Stayed,Others,Others
26601-UTT,Male,36,No,Uttar Pradesh,13,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.6500015258789,1185,0,0,637.97998046875,1822.97998046875,Stayed,Others,Others
26602-JAM,Female,27,Yes,Jammu & Kashmir,12,6,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,4533.7001953125,0,0,134.88999938964844,4668.58984375,Churned,Competitor,Competitor made better offer
26661-TEL,Female,19,No,Telangana,9,6,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.799999237060547,615.3499755859375,0,0,1006.7100219726562,1622.06005859375,Stayed,Others,Others
26662-KAR,Female,39,No,Karnataka,2,31,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.299999237060547,772.4000244140625,0,0,872.47998046875,1644.8800048828125,Stayed,Others,Others
26707-HAR,Female,18,No,Haryana,8,5,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6500015258789,338.8999938964844,0,0,27.639999389648438,366.5400085449219,Churned,Dissatisfaction,Limited range of services
26714-TAM,Female,50,Yes,Tamil Nadu,5,5,None,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,63.75,226.1999969482422,0,0,12.119999885559082,238.32000732421875,Stayed,Others,Others
26724-PUN,Female,26,No,Punjab,14,26,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92.8499984741211,5980.75,0,0,2398.080078125,8378.830078125,Stayed,Others,Others
26736-TAM,Female,18,Yes,Tamil Nadu,5,9,Deal 4,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.3499984741211,1299.800048828125,0,0,876.239990234375,2176.0400390625,Stayed,Others,Others
26757-KAR,Female,35,No,Karnataka,3,9,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.30000305175781,424.1499938964844,0,0,182.60000610351562,606.75,Churned,Competitor,Competitor had better devices
26761-GUJ,Male,46,No,Gujarat,3,13,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,829.0999755859375,0,0,172.97999572753906,1002.0800170898438,Churned,Dissatisfaction,Limited range of services
26795-KAR,Male,69,Yes,Karnataka,2,1,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.0999984741211,6538.4501953125,0,0,1292.1600341796875,7830.60986328125,Stayed,Others,Others
26817-MAD,Female,53,No,Madhya Pradesh,7,33,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.5,6841.4501953125,0,0,262.8900146484375,7104.33984375,Stayed,Others,Others
26836-HAR,Male,52,No,Haryana,10,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.649999618530273,958.0999755859375,0,0,976.5,1934.5999755859375,Stayed,Others,Others
26845-MAH,Female,70,Yes,Maharashtra,14,31,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.69999694824219,5676,0,0,3123.2900390625,8799.2900390625,Stayed,Others,Others
26858-GUJ,Male,64,Yes,Gujarat,13,29,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84,5329.5498046875,0,0,2560.949951171875,7890.5,Stayed,Others,Others
26873-TAM,Female,22,Yes,Tamil Nadu,12,3,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75,632.9500122070312,0,0,42.720001220703125,675.6699829101562,Churned,Dissatisfaction,Network reliability
26882-KER,Female,55,Yes,Kerala,8,23,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.350000381469727,126.05000305175781,0,0,158.8000030517578,284.8500061035156,Churned,Competitor,Competitor made better offer
26889-RAJ,Female,40,No,Rajasthan,1,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.6500015258789,1194.300048828125,0,0,751.8400268554688,1946.1400146484375,Churned,Competitor,Competitor had better devices
26895-UTT,Male,79,Yes,Uttar Pradesh,12,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.350000381469727,847.25,0,0,83.16000366210938,930.4099731445312,Stayed,Others,Others
26896-KAR,Female,29,Yes,Karnataka,4,19,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.5999984741211,8337.4501953125,26.700000762939453,0,1532.8800048828125,9843.6298828125,Stayed,Others,Others
26899-MAH,Male,47,No,Maharashtra,7,21,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1,2391.800048828125,0,0,830.8800048828125,3222.679931640625,Churned,Price,Lack of affordable download/upload speed
26949-MAH,Female,50,No,Maharashtra,2,19,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4000015258789,3756.39990234375,4.179999828338623,0,113.19999694824219,3865.419921875,Stayed,Others,Others
26974-WES,Female,68,No,West Bengal,2,17,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,82.1500015258789,4904.85009765625,0,0,1619.550048828125,6524.39990234375,Stayed,Others,Others
26977-UTT,Male,46,No,Uttar Pradesh,12,1,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.80000305175781,4539.35009765625,0,0,1388.72998046875,5928.080078125,Stayed,Others,Others
26994-BIH,Female,27,No,Bihar,9,5,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9000015258789,143.35000610351562,0,0,53.7400016784668,197.08999633789062,Churned,Other,Don't know
27001-KER,Female,21,No,Kerala,0,4,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55000305175781,4779.4501953125,0,0,1289.489990234375,6068.93994140625,Stayed,Others,Others
27008-WES,Female,53,No,West Bengal,9,4,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.4000015258789,94.4000015258789,0,0,18.34000015258789,112.73999786376953,Churned,Price,Lack of affordable download/upload speed
27021-TEL,Female,33,Yes,Telangana,14,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,403.1499938964844,0,0,774.7999877929688,1177.949951171875,Stayed,Others,Others
27031-KAR,Female,71,Yes,Karnataka,11,34,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,5431.89990234375,0,0,459,5890.89990234375,Stayed,Others,Others
27046-JHA,Male,26,Yes,Jharkhand,4,6,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,74.3499984741211,4759.5498046875,0,0,1153.9200439453125,5913.47021484375,Stayed,Others,Others
27059-KAR,Male,59,Yes,Karnataka,13,22,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,6130.85009765625,0,0,3168,9298.849609375,Stayed,Others,Others
27064-TAM,Male,65,Yes,Tamil Nadu,2,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,487.04998779296875,0,0,215.27999877929688,702.3300170898438,Stayed,Others,Others
27065-TAM,Female,47,No,Tamil Nadu,14,33,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,83.6500015258789,5733.39990234375,46.9900016784668,0,1083.9200439453125,6770.330078125,Stayed,Others,Others
27083-MAD,Male,65,Yes,Madhya Pradesh,14,1,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,84.25,3539.25,0,0,653.5999755859375,4192.85009765625,Stayed,Others,Others
27087-AND,Female,78,No,Andhra Pradesh,6,3,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,98.30000305175781,6066.5498046875,0,0,133.58999633789062,6200.14013671875,Stayed,Others,Others
27091-WES,Female,50,No,West Bengal,13,5,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.55000305175781,3435.60009765625,0,0,817.4400024414062,4253.0400390625,Stayed,Others,Others
27121-AND,Male,79,Yes,Andhra Pradesh,3,9,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,101.9000015258789,5265.5,0,0,724.5,5990,Stayed,Others,Others
27129-TAM,Male,44,Yes,Tamil Nadu,0,23,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.399999618530273,1090.5999755859375,0,0,1063.800048828125,2154.39990234375,Stayed,Others,Others
27131-TAM,Female,37,No,Tamil Nadu,15,24,Deal 2,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.25,3282.75,0,0,1728.1600341796875,5010.91015625,Stayed,Others,Others
27132-KAR,Male,31,No,Karnataka,11,34,Deal 4,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.04999923706055,1253.5,0,0,720.5,1974,Stayed,Others,Others
27136-JAM,Female,52,Yes,Jammu & Kashmir,3,24,Deal 3,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8499984741211,2015.3499755859375,0,0,670.25,2685.60009765625,Churned,Competitor,Competitor made better offer
27138-BIH,Female,24,Yes,Bihar,5,10,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.25,639.6500244140625,0,0,124.73999786376953,764.3900146484375,Churned,Attitude,Attitude of support person
27149-JHA,Female,40,No,Jharkhand,10,31,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.44999694824219,2467.10009765625,0,0,822.72998046875,3289.830078125,Churned,Dissatisfaction,Lack of self-service on Website
27151-HAR,Female,31,Yes,Haryana,6,7,None,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,83.30000305175781,6042.7001953125,0,80,1762.56005859375,7885.259765625,Stayed,Others,Others
27174-TEL,Female,35,No,Telangana,12,20,Deal 1,No,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,42.099998474121094,2962,0,0,0,2962,Stayed,Others,Others
27180-UTT,Female,42,No,Uttar Pradesh,11,20,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,80.8499984741211,808.5,0,0,310.8999938964844,1119.4000244140625,Stayed,Others,Others
27188-KAR,Male,62,No,Karnataka,3,26,Deal 3,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-8,546.8499755859375,0,0,489,1035.8499755859375,Stayed,Others,Others
27195-PUN,Female,61,Yes,Punjab,12,13,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100,5509.2998046875,0,100,2055.89990234375,7665.2001953125,Churned,Competitor,Competitor offered higher download speeds
27244-JAM,Female,81,No,Jammu & Kashmir,8,22,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Credit Card,94.30000305175781,1818.300048828125,0,0,650.7999877929688,2469.10009765625,Stayed,Others,Others
27247-PUN,Male,49,Yes,Punjab,11,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.149999618530273,515.75,0,0,1139.8399658203125,1655.5899658203125,Stayed,Others,Others
27247-TAM,Female,48,No,Tamil Nadu,1,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,112.30000305175781,0,0,63.97999954223633,176.27999877929688,Churned,Attitude,Attitude of support person
27287-UTT,Female,62,No,Uttar Pradesh,15,25,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.450000762939453,237.3000030517578,0,0,489.8299865722656,727.1300048828125,Stayed,Others,Others
27314-WES,Female,26,No,West Bengal,12,28,Deal 2,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.6500015258789,3665.550048828125,0,0,2705.919921875,6371.47021484375,Stayed,Others,Others
27332-KAR,Female,20,No,Karnataka,3,9,None,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.20000076293945,308.25,0,0,18.049999237060547,326.29998779296875,Churned,Dissatisfaction,Network reliability
27350-GUJ,Female,61,No,Gujarat,12,13,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.94999694824219,1745.5,6.71999979019165,0,532.7999877929688,2271.580078125,Stayed,Others,Others
27382-UTT,Male,63,Yes,Uttar Pradesh,11,11,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.80000305175781,5347.9501953125,0,0,530,5877.9501953125,Stayed,Others,Others
27402-AND,Male,25,No,Andhra Pradesh,14,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.80000305175781,70.80000305175781,0,0,30.600000381469727,101.4000015258789,Churned,Competitor,Competitor made better offer
27465-UTT,Female,82,No,Uttar Pradesh,6,6,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.25,6081.39990234375,0,0,1493.1199951171875,7574.52001953125,Stayed,Others,Others
27501-TEL,Female,33,No,Telangana,5,26,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20,20,0,0,46.77000045776367,66.7699966430664,Churned,Attitude,Attitude of service provider
27514-AND,Male,61,Yes,Andhra Pradesh,12,20,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.44999694824219,2289.89990234375,0,0,89.04000091552734,2378.93994140625,Stayed,Others,Others
27523-UTT,Female,53,Yes,Uttar Pradesh,12,4,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84,5714.25,0,0,410.5199890136719,6124.77001953125,Stayed,Others,Others
27535-BIH,Female,62,Yes,Bihar,12,28,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,74.30000305175781,4166.35009765625,0,0,367.6499938964844,4534,Stayed,Others,Others
27555-GUJ,Female,57,No,Gujarat,7,35,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9000015258789,669.4500122070312,0,0,122.16000366210938,791.6099853515625,Churned,Competitor,Competitor had better devices
27563-RAJ,Male,55,Yes,Rajasthan,11,23,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.899999618530273,1174.800048828125,0,0,848.7000122070312,2023.5,Stayed,Others,Others
27607-KAR,Female,18,Yes,Karnataka,0,8,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,66.30000305175781,1559.449951171875,32.59000015258789,0,223.1999969482422,1750.06005859375,Stayed,Others,Others
27622-PUN,Male,26,Yes,Punjab,8,36,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.049999237060547,1270.25,0,0,276.6400146484375,1546.8900146484375,Stayed,Others,Others
27627-UTT,Female,29,No,Uttar Pradesh,11,8,Deal 4,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55000305175781,1901.6500244140625,0,0,571.4000244140625,2473.050048828125,Stayed,Others,Others
27634-JAM,Female,59,No,Jammu & Kashmir,6,20,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6500015258789,79.6500015258789,0,0,22.479999542236328,102.12999725341797,Churned,Competitor,Competitor made better offer
27643-KAR,Female,57,No,Karnataka,4,18,None,No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,45.349998474121094,2540.10009765625,4.079999923706055,0,0,2536.02001953125,Stayed,Others,Others
27654-TAM,Female,36,Yes,Tamil Nadu,6,25,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.6500015258789,3207.550048828125,0,0,1473.219970703125,4680.77001953125,Churned,Other,Don't know
27663-HAR,Female,20,Yes,Haryana,1,3,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.69999694824219,151.64999389648438,0,0,18.239999771118164,169.88999938964844,Churned,Other,Moved
27676-AND,Female,39,Yes,Andhra Pradesh,11,27,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.799999237060547,350.1000061035156,0,0,378,728.0999755859375,Stayed,Others,Others
27692-GUJ,Female,40,No,Gujarat,6,34,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.9000015258789,147.14999389648438,0,0,76.55999755859375,223.7100067138672,Churned,Price,Long distance charges
27709-WES,Female,67,No,West Bengal,14,7,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,94.1500015258789,5731.85009765625,0,0,1081.530029296875,6813.3798828125,Stayed,Others,Others
27711-MAH,Male,33,Yes,Maharashtra,5,2,Deal 1,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.55000305175781,5832.64990234375,0,0,2002.9100341796875,7835.56005859375,Stayed,Others,Others
27736-BIH,Male,43,No,Bihar,5,3,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.150001525878906,2692.75,0,0,0,2692.75,Stayed,Others,Others
27743-TAM,Female,33,Yes,Tamil Nadu,9,14,None,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.400001525878906,272.1499938964844,0,0,72.12000274658203,344.2699890136719,Churned,Competitor,Competitor had better devices
27750-HAR,Female,83,Yes,Haryana,15,28,None,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,59.45000076293945,1884.6500244140625,0,0,0,1884.6500244140625,Stayed,Others,Others
27757-HAR,Male,46,Yes,Haryana,11,6,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,70.69999694824219,3770,0,0,2616.300048828125,6386.2998046875,Stayed,Others,Others
27760-GUJ,Female,36,No,Gujarat,7,6,Deal 1,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.799999237060547,1378.75,0,0,3390.800048828125,4769.5498046875,Stayed,Others,Others
27775-GUJ,Female,30,Yes,Gujarat,3,16,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.30000305175781,2263.39990234375,0,0,97.1500015258789,2360.550048828125,Stayed,Others,Others
27791-BIH,Male,25,No,Bihar,14,20,None,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.79999923706055,274.3500061035156,0,0,206.4499969482422,480.79998779296875,Stayed,Others,Others
27812-MAD,Male,57,No,Madhya Pradesh,7,5,Deal 3,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.25,439.75,0,0,979.4400024414062,1419.18994140625,Stayed,Others,Others
27812-TAM,Male,44,Yes,Tamil Nadu,13,14,Deal 5,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.20000076293945,216.89999389648438,0,0,36.54999923706055,253.4499969482422,Churned,Competitor,Competitor offered more data
27817-MAD,Female,56,No,Madhya Pradesh,5,30,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26,1776,0,0,1942.56005859375,3718.56005859375,Stayed,Others,Others
